,Date,Close
83,2024-01-08 05:00:00,140.53
84,2024-01-09 05:00:00,142.56
85,2024-01-10 05:00:00,143.8
86,2024-01-11 05:00:00,143.67
87,2024-01-12 05:00:00,144.24
88,2024-01-16 05:00:00,144.08
89,2024-01-17 05:00:00,142.89
90,2024-01-18 05:00:00,144.99
91,2024-01-19 05:00:00,147.97
92,2024-01-22 05:00:00,147.71
93,2024-01-23 05:00:00,148.68
94,2024-01-24 05:00:00,150.35
95,2024-01-25 05:00:00,153.64
96,2024-01-26 05:00:00,153.79
97,2024-01-29 05:00:00,154.84
98,2024-01-30 05:00:00,153.05
99,2024-01-31 05:00:00,141.8
100,2024-02-01 05:00:00,142.71
101,2024-02-02 05:00:00,143.54
102,2024-02-05 05:00:00,144.93
103,2024-02-06 05:00:00,145.41
104,2024-02-07 05:00:00,146.68
105,2024-02-08 05:00:00,147.22
106,2024-02-09 05:00:00,150.22
107,2024-02-12 05:00:00,148.73
108,2024-02-13 05:00:00,146.37
109,2024-02-14 05:00:00,147.14
110,2024-02-15 05:00:00,143.94
111,2024-02-16 05:00:00,141.76
112,2024-02-20 05:00:00,142.2
113,2024-02-21 05:00:00,143.84
114,2024-02-22 05:00:00,145.32
115,2024-02-23 05:00:00,145.29
116,2024-02-26 05:00:00,138.75
117,2024-02-27 05:00:00,140.1
118,2024-02-28 05:00:00,137.43
119,2024-02-29 05:00:00,139.78
120,2024-03-01 05:00:00,138.08
121,2024-03-04 05:00:00,134.2
122,2024-03-05 05:00:00,133.78
123,2024-03-06 05:00:00,132.56
124,2024-03-07 05:00:00,135.24
125,2024-03-08 05:00:00,136.29
126,2024-03-11 04:00:00,138.94
127,2024-03-12 04:00:00,139.62
128,2024-03-13 04:00:00,140.77
129,2024-03-14 04:00:00,144.34
130,2024-03-15 04:00:00,142.17
131,2024-03-18 04:00:00,148.48
132,2024-03-19 04:00:00,147.92
133,2024-03-20 04:00:00,149.68
134,2024-03-21 04:00:00,148.74
135,2024-03-22 04:00:00,151.77
136,2024-03-25 04:00:00,151.15
137,2024-03-26 04:00:00,151.7
138,2024-03-27 04:00:00,151.94
139,2024-03-28 04:00:00,152.26
140,2024-04-01 04:00:00,156.5
141,2024-04-02 04:00:00,155.87
142,2024-04-03 04:00:00,156.37
143,2024-04-04 04:00:00,151.94
144,2024-04-05 04:00:00,153.94
145,2024-04-08 04:00:00,156.14
146,2024-04-09 04:00:00,158.14
147,2024-04-10 04:00:00,157.66
148,2024-04-11 04:00:00,160.79
149,2024-04-12 04:00:00,159.19
150,2024-04-15 04:00:00,156.33
151,2024-04-16 04:00:00,156.0
152,2024-04-17 04:00:00,156.88
153,2024-04-18 04:00:00,157.46
154,2024-04-19 04:00:00,155.72
155,2024-04-22 04:00:00,157.95
156,2024-04-23 04:00:00,159.92
157,2024-04-24 04:00:00,161.1
158,2024-04-25 04:00:00,157.95
159,2024-04-26 04:00:00,173.69
160,2024-04-29 04:00:00,167.9
161,2024-04-30 04:00:00,164.64
162,2024-05-01 04:00:00,165.57
163,2024-05-02 04:00:00,168.46
164,2024-05-03 04:00:00,168.99
165,2024-05-06 04:00:00,169.83
166,2024-05-07 04:00:00,172.98
167,2024-05-08 04:00:00,171.16
168,2024-05-09 04:00:00,171.58
169,2024-05-10 04:00:00,170.29
170,2024-05-13 04:00:00,170.9
171,2024-05-14 04:00:00,171.93
172,2024-05-15 04:00:00,173.88
173,2024-05-16 04:00:00,175.43
174,2024-05-17 04:00:00,177.29
175,2024-05-20 04:00:00,178.46
176,2024-05-21 04:00:00,179.54
177,2024-05-22 04:00:00,178.0
178,2024-05-23 04:00:00,175.06
179,2024-05-24 04:00:00,176.33
180,2024-05-28 04:00:00,178.02
181,2024-05-29 04:00:00,177.4
182,2024-05-30 04:00:00,173.56
183,2024-05-31 04:00:00,173.96
184,2024-06-03 04:00:00,174.42
185,2024-06-04 04:00:00,175.13
186,2024-06-05 04:00:00,177.07
187,2024-06-06 04:00:00,178.35
188,2024-06-07 04:00:00,175.95
189,2024-06-10 04:00:00,176.63
190,2024-06-11 04:00:00,178.19
191,2024-06-12 04:00:00,179.56
192,2024-06-13 04:00:00,176.74
193,2024-06-14 04:00:00,178.37
194,2024-06-17 04:00:00,178.78
195,2024-06-18 04:00:00,176.45
196,2024-06-20 04:00:00,177.71
197,2024-06-21 04:00:00,180.26
198,2024-06-24 04:00:00,180.79
199,2024-06-25 04:00:00,185.58
200,2024-06-26 04:00:00,185.37
201,2024-06-27 04:00:00,186.86
202,2024-06-28 04:00:00,183.42
203,2024-07-01 04:00:00,184.49
204,2024-07-02 04:00:00,186.61
205,2024-07-03 04:00:00,187.39
206,2024-07-05 04:00:00,191.96
207,2024-07-08 04:00:00,190.48
208,2024-07-09 04:00:00,190.44
209,2024-07-10 04:00:00,192.66
210,2024-07-11 04:00:00,187.3
211,2024-07-12 04:00:00,186.78
212,2024-07-15 04:00:00,188.19
213,2024-07-16 04:00:00,185.5
214,2024-07-17 04:00:00,182.62
215,2024-07-18 04:00:00,179.22
216,2024-07-19 04:00:00,179.39
217,2024-07-22 04:00:00,183.35
218,2024-07-23 04:00:00,183.6
219,2024-07-24 04:00:00,174.37
220,2024-07-25 04:00:00,169.16
221,2024-07-26 04:00:00,168.68
222,2024-07-29 04:00:00,171.13
223,2024-07-30 04:00:00,171.86
224,2024-07-31 04:00:00,173.15
225,2024-08-01 04:00:00,172.45
226,2024-08-02 04:00:00,168.4
227,2024-08-05 04:00:00,160.64
228,2024-08-06 04:00:00,160.54
229,2024-08-07 04:00:00,160.75
230,2024-08-08 04:00:00,163.84
231,2024-08-09 04:00:00,165.39
232,2024-08-12 04:00:00,163.95
233,2024-08-13 04:00:00,165.93
234,2024-08-14 04:00:00,162.03
235,2024-08-15 04:00:00,163.17
236,2024-08-16 04:00:00,164.74
237,2024-08-19 04:00:00,168.4
238,2024-08-20 04:00:00,168.96
239,2024-08-21 04:00:00,167.63
240,2024-08-22 04:00:00,165.49
241,2024-08-23 04:00:00,167.43
242,2024-08-26 04:00:00,167.93
243,2024-08-27 04:00:00,166.38
244,2024-08-28 04:00:00,164.5
245,2024-08-29 04:00:00,163.4
246,2024-08-30 04:00:00,165.11
247,2024-09-03 04:00:00,158.61
248,2024-09-04 04:00:00,157.81
249,2024-09-05 04:00:00,158.6
250,2024-09-06 04:00:00,152.13
251,2024-09-09 04:00:00,149.54
252,2024-09-10 04:00:00,150.01
253,2024-09-11 04:00:00,152.15
254,2024-09-12 04:00:00,155.54
255,2024-09-13 04:00:00,158.37
256,2024-09-16 04:00:00,158.99
257,2024-09-17 04:00:00,160.28
258,2024-09-18 04:00:00,160.81
259,2024-09-19 04:00:00,163.24
260,2024-09-20 04:00:00,164.64
261,2024-09-23 04:00:00,163.07
262,2024-09-24 04:00:00,163.64
263,2024-09-25 04:00:00,162.99
264,2024-09-26 04:00:00,163.83
265,2024-09-27 04:00:00,165.29
266,2024-09-30 04:00:00,167.19
267,2024-10-01 04:00:00,168.42
268,2024-10-02 04:00:00,167.31
269,2024-10-03 04:00:00,167.21
270,2024-10-04 04:00:00,168.56
271,2024-10-07 04:00:00,164.39
272,2024-10-08 04:00:00,165.7
273,2024-10-09 04:00:00,163.06
274,2024-10-10 04:00:00,163.18
275,2024-10-11 04:00:00,164.52
276,2024-10-14 04:00:00,166.35
277,2024-10-15 04:00:00,166.9
278,2024-10-16 04:00:00,166.74
279,2024-10-17 04:00:00,164.51
280,2024-10-18 04:00:00,165.05
281,2024-10-21 04:00:00,165.8
282,2024-10-22 04:00:00,166.82
283,2024-10-23 04:00:00,164.48
284,2024-10-24 04:00:00,164.53
285,2024-10-25 04:00:00,166.99
286,2024-10-28 04:00:00,168.34
287,2024-10-29 04:00:00,171.14
288,2024-10-30 04:00:00,176.14
289,2024-10-31 04:00:00,172.69
290,2024-11-01 04:00:00,172.65
291,2024-11-04 05:00:00,170.68
292,2024-11-05 05:00:00,171.41
293,2024-11-06 05:00:00,178.33
294,2024-11-07 05:00:00,182.28
295,2024-11-08 05:00:00,179.86
296,2024-11-11 05:00:00,181.97
297,2024-11-12 05:00:00,183.32
298,2024-11-13 05:00:00,180.49
299,2024-11-14 05:00:00,177.35
300,2024-11-15 05:00:00,173.89
301,2024-11-18 05:00:00,176.8
302,2024-11-19 05:00:00,179.58
303,2024-11-20 05:00:00,177.33
304,2024-11-21 05:00:00,169.24
305,2024-11-22 05:00:00,166.57
306,2024-11-25 05:00:00,169.43
307,2024-11-26 05:00:00,170.62
308,2024-11-27 05:00:00,170.82
309,2024-11-29 05:00:00,170.49
310,2024-12-02 05:00:00,172.98
311,2024-12-03 05:00:00,173.02
312,2024-12-04 05:00:00,176.09
313,2024-12-05 05:00:00,174.31
314,2024-12-06 05:00:00,176.49
315,2024-12-09 05:00:00,177.1
316,2024-12-10 05:00:00,186.53
317,2024-12-11 05:00:00,196.71
318,2024-12-12 05:00:00,193.63
319,2024-12-13 05:00:00,191.38
320,2024-12-16 05:00:00,198.16
321,2024-12-17 05:00:00,197.12
322,2024-12-18 05:00:00,190.15
323,2024-12-19 05:00:00,189.7
324,2024-12-20 05:00:00,192.96
325,2024-12-23 05:00:00,195.99
326,2024-12-24 05:00:00,197.57
327,2024-12-26 05:00:00,197.1
328,2024-12-27 05:00:00,194.04
329,2024-12-30 05:00:00,192.69
330,2024-12-31 05:00:00,190.44
331,2025-01-02 05:00:00,190.63
332,2025-01-03 05:00:00,193.13
333,2025-01-06 05:00:00,197.96
334,2025-01-07 05:00:00,196.71
335,2025-01-08 05:00:00,195.39
336,2025-01-10 05:00:00,193.17
337,2025-01-13 05:00:00,192.29
338,2025-01-14 05:00:00,191.05
339,2025-01-15 05:00:00,196.98
340,2025-01-16 05:00:00,194.41
341,2025-01-17 05:00:00,197.55
342,2025-01-21 05:00:00,199.63
343,2025-01-22 05:00:00,200.03
344,2025-01-23 05:00:00,199.58
345,2025-01-24 05:00:00,201.9
346,2025-01-27 05:00:00,193.77
347,2025-01-28 05:00:00,197.07
348,2025-01-29 05:00:00,197.18
349,2025-01-30 05:00:00,202.63
350,2025-01-31 05:00:00,205.6
351,2025-02-03 05:00:00,202.64
352,2025-02-04 05:00:00,207.71
353,2025-02-05 05:00:00,193.3
354,2025-02-06 05:00:00,193.31
355,2025-02-07 05:00:00,187.14
356,2025-02-10 05:00:00,188.2
357,2025-02-11 05:00:00,187.07
358,2025-02-12 05:00:00,185.43
359,2025-02-13 05:00:00,187.88
360,2025-02-14 05:00:00,186.87
361,2025-02-18 05:00:00,185.8
362,2025-02-19 05:00:00,187.13
363,2025-02-20 05:00:00,186.64
364,2025-02-21 05:00:00,181.58
365,2025-02-24 05:00:00,181.19
366,2025-02-25 05:00:00,177.37
367,2025-02-26 05:00:00,174.7
368,2025-02-27 05:00:00,170.21
369,2025-02-28 05:00:00,172.22
370,2025-03-03 05:00:00,168.66
371,2025-03-04 05:00:00,172.61
372,2025-03-05 05:00:00,174.99
373,2025-03-06 05:00:00,174.21
374,2025-03-07 05:00:00,175.75
375,2025-03-10 04:00:00,167.81
376,2025-03-11 04:00:00,165.98
377,2025-03-12 04:00:00,169.0
378,2025-03-13 04:00:00,164.73
379,2025-03-14 04:00:00,167.62
380,2025-03-17 04:00:00,166.57
381,2025-03-18 04:00:00,162.67
382,2025-03-19 04:00:00,166.28
383,2025-03-20 04:00:00,165.05
384,2025-03-21 04:00:00,166.25
385,2025-03-24 04:00:00,169.93
386,2025-03-25 04:00:00,172.79
387,2025-03-26 04:00:00,167.14
388,2025-03-27 04:00:00,164.08
389,2025-03-28 04:00:00,156.06
390,2025-03-31 04:00:00,156.23
391,2025-04-01 04:00:00,158.88
392,2025-04-02 04:00:00,158.86
393,2025-04-03 04:00:00,152.63
394,2025-04-04 04:00:00,147.74
395,2025-04-07 04:00:00,149.24
396,2025-04-08 04:00:00,146.58
397,2025-04-09 04:00:00,161.06
398,2025-04-10 04:00:00,155.37
399,2025-04-11 04:00:00,159.4
400,2025-04-14 04:00:00,161.47
401,2025-04-15 04:00:00,158.68
402,2025-04-16 04:00:00,155.5
403,2025-04-17 04:00:00,153.36
404,2025-04-21 04:00:00,149.86
405,2025-04-22 04:00:00,153.9
406,2025-04-23 04:00:00,157.72
407,2025-04-24 04:00:00,161.47
408,2025-04-25 04:00:00,163.85
409,2025-04-28 04:00:00,162.42
410,2025-04-29 04:00:00,162.06
411,2025-04-30 04:00:00,160.89
412,2025-05-01 04:00:00,162.79
413,2025-05-02 04:00:00,165.81
414,2025-05-05 04:00:00,166.05
415,2025-05-06 04:00:00,165.2
416,2025-05-07 04:00:00,152.8
417,2025-05-08 04:00:00,155.75
418,2025-05-09 04:00:00,154.38
419,2025-05-12 04:00:00,159.58
420,2025-05-13 04:00:00,160.89
421,2025-05-14 04:00:00,166.81
422,2025-05-15 04:00:00,165.4
423,2025-05-16 04:00:00,167.43
424,2025-05-19 04:00:00,167.87
425,2025-05-20 04:00:00,165.32
426,2025-05-21 04:00:00,170.06
427,2025-05-22 04:00:00,171.98
428,2025-05-23 04:00:00,169.59
429,2025-05-27 04:00:00,173.98
430,2025-05-28 04:00:00,173.38
431,2025-05-29 04:00:00,172.96
432,2025-05-30 04:00:00,172.85
433,2025-06-02 04:00:00,170.37
434,2025-06-03 04:00:00,167.71
435,2025-06-04 04:00:00,169.39
436,2025-06-05 04:00:00,169.81
437,2025-06-06 04:00:00,174.92
438,2025-06-09 04:00:00,177.63
439,2025-06-10 04:00:00,180.01
440,2025-06-11 04:00:00,178.79
441,2025-06-12 04:00:00,176.97
442,2025-06-13 04:00:00,175.88
443,2025-06-16 04:00:00,177.94
444,2025-06-17 04:00:00,177.23
445,2025-06-18 04:00:00,173.98
446,2025-06-20 04:00:00,167.73
447,2025-06-23 04:00:00,166.01
448,2025-06-24 04:00:00,167.74
449,2025-06-25 04:00:00,171.49
450,2025-06-26 04:00:00,174.43
451,2025-06-27 04:00:00,178.27
452,2025-06-30 04:00:00,177.39
453,2025-07-01 04:00:00,176.91
454,2025-07-02 04:00:00,179.76
455,2025-07-03 04:00:00,180.55
456,2025-07-07 04:00:00,177.56
457,2025-07-08 04:00:00,175.16
458,2025-07-09 04:00:00,177.66
459,2025-07-10 04:00:00,178.7
460,2025-07-11 04:00:00,181.31
461,2025-07-14 04:00:00,182.81
462,2025-07-15 04:00:00,183.1
463,2025-07-16 04:00:00,183.77
464,2025-07-17 04:00:00,184.7
465,2025-07-18 04:00:00,185.94
466,2025-07-21 04:00:00,191.15
467,2025-07-22 04:00:00,192.11
468,2025-07-23 04:00:00,191.51
469,2025-07-24 04:00:00,193.2
470,2025-07-25 04:00:00,194.08
471,2025-07-28 04:00:00,193.42
472,2025-07-29 04:00:00,196.43
473,2025-07-30 04:00:00,197.44
474,2025-07-31 04:00:00,192.86
475,2025-08-01 04:00:00,189.95
476,2025-08-04 04:00:00,195.75
477,2025-08-05 04:00:00,195.32
478,2025-08-06 04:00:00,196.92
479,2025-08-07 04:00:00,197.28
480,2025-08-08 04:00:00,202.09
481,2025-08-11 04:00:00,201.63
482,2025-08-12 04:00:00,204.16
483,2025-08-13 04:00:00,203.03
484,2025-08-14 04:00:00,203.82
485,2025-08-15 04:00:00,204.91
486,2025-08-18 04:00:00,204.29
487,2025-08-19 04:00:00,202.49
488,2025-08-20 04:00:00,200.19
489,2025-08-21 04:00:00,200.62
490,2025-08-22 04:00:00,206.72
491,2025-08-25 04:00:00,209.16
492,2025-08-26 04:00:00,207.95
493,2025-08-27 04:00:00,208.21
494,2025-08-28 04:00:00,212.37
495,2025-08-29 04:00:00,213.53
496,2025-09-02 04:00:00,211.99
497,2025-09-03 04:00:00,231.1
498,2025-09-04 04:00:00,232.66
499,2025-09-05 04:00:00,235.17
